dataset,n_donors,trial,cell_type,n_cells_in_copula,n_train_cells_in_obs,n_genes_primary,k_max,has_cov_mat
aida,200d,3,CD16-positive__CD56-dim_natural_killer_cell__human,52834,52834,430,1198,True
aida,200d,3,CD1c-positive_myeloid_dendritic_cell,5373,5373,650,131,True
aida,200d,3,CD4-positive__alpha-beta_T_cell,8046,8046,385,393,True
aida,200d,3,CD4-positive__alpha-beta_cytotoxic_T_cell,5107,5107,405,181,True
aida,200d,3,CD8-positive__alpha-beta_T_cell,1341,1341,418,80,True
aida,200d,3,CD8-positive__alpha-beta_cytotoxic_T_cell,24125,24125,419,699,True
aida,200d,3,CD8-positive__alpha-beta_memory_T_cell,14736,14736,412,281,True
aida,200d,3,T_cell,7005,7005,415,239,True
aida,200d,3,central_memory_CD4-positive__alpha-beta_T_cell,42212,42212,388,2228,True
aida,200d,3,conventional_dendritic_cell,113,113,645,5,True
aida,200d,3,dendritic_cell,59,59,570,3,True
aida,200d,3,double_negative_T_regulatory_cell,227,227,413,12,True
aida,200d,3,effector_memory_CD4-positive__alpha-beta_T_cell,9563,9563,400,259,True
aida,200d,3,erythrocyte,72,72,503,7,True
aida,200d,3,gamma-delta_T_cell,9909,9909,423,602,True
aida,200d,3,innate_lymphoid_cell,84,84,398,6,True
aida,200d,3,mature_B_cell,1480,1480,465,78,True
aida,200d,3,memory_B_cell,11573,11573,448,606,True
aida,200d,3,monocyte,6000,6000,632,343,True
aida,200d,3,mucosal_invariant_T_cell,7782,7782,406,392,True
aida,200d,3,naive_B_cell,14087,14087,364,2301,True
aida,200d,3,naive_thymus-derived_CD4-positive__alpha-beta_T_cell,56959,56959,327,2091,True
aida,200d,3,naive_thymus-derived_CD8-positive__alpha-beta_T_cell,29504,29504,340,2265,True
aida,200d,3,natural_killer_cell,2503,2503,474,92,True
aida,200d,3,plasma_cell,754,754,290,58,True
aida,200d,3,plasmacytoid_dendritic_cell,1326,1326,574,62,True
aida,200d,3,platelet,4515,4515,430,315,True
aida,200d,3,regulatory_T_cell,5266,5266,380,161,True
aida,200d,4,B_cell,2614,2614,427,203,True
aida,200d,4,CD14-low__CD16-positive_monocyte,17361,17361,637,1547,True
aida,200d,4,CD14-positive_monocyte,74298,74298,572,4111,True
aida,200d,4,CD141-positive_myeloid_dendritic_cell,241,241,481,8,True
aida,200d,4,CD16-negative__CD56-bright_natural_killer_cell__human,2137,2137,451,71,True
aida,200d,4,CD16-positive__CD56-dim_natural_killer_cell__human,52970,52970,429,1198,True
aida,200d,4,CD1c-positive_myeloid_dendritic_cell,5626,5626,647,169,True
aida,200d,4,CD4-positive__alpha-beta_T_cell,7960,7960,393,393,True
aida,200d,4,CD4-positive__alpha-beta_cytotoxic_T_cell,5575,5575,403,227,True
aida,200d,4,CD8-positive__alpha-beta_T_cell,1314,1314,413,80,True
aida,200d,4,CD8-positive__alpha-beta_cytotoxic_T_cell,27395,27395,426,1188,True
aida,200d,4,CD8-positive__alpha-beta_memory_T_cell,16419,16419,411,1058,True
aida,200d,4,T_cell,7875,7875,416,240,True
aida,200d,4,central_memory_CD4-positive__alpha-beta_T_cell,45363,45363,389,2812,True
aida,200d,4,conventional_dendritic_cell,115,115,630,9,True
aida,200d,4,dendritic_cell,75,75,571,3,True
aida,200d,4,double_negative_T_regulatory_cell,234,234,413,12,True
aida,200d,4,effector_memory_CD4-positive__alpha-beta_T_cell,10414,10414,402,535,True
aida,200d,4,erythrocyte,58,58,500,7,True
aida,200d,4,gamma-delta_T_cell,10253,10253,421,602,True
aida,200d,4,innate_lymphoid_cell,90,90,401,5,True
aida,200d,4,mature_B_cell,1735,1735,464,78,True
aida,200d,4,memory_B_cell,12906,12906,445,615,True
aida,200d,4,monocyte,6471,6471,635,343,True
aida,200d,4,mucosal_invariant_T_cell,8326,8326,410,358,True
aida,200d,4,naive_B_cell,13991,13991,365,2301,True
aida,200d,4,naive_thymus-derived_CD4-positive__alpha-beta_T_cell,55031,55031,325,2337,True
aida,200d,4,naive_thymus-derived_CD8-positive__alpha-beta_T_cell,29801,29801,335,2265,True
aida,200d,4,natural_killer_cell,2525,2525,481,86,True
aida,200d,4,plasma_cell,704,704,282,33,True
aida,200d,4,plasmacytoid_dendritic_cell,1668,1668,580,62,True
aida,200d,4,platelet,4582,4582,430,197,True
aida,200d,4,regulatory_T_cell,5164,5164,384,198,True
