dataset,n_donors,trial,cell_type,n_cells,k_max,n_genes,dp_variant,prefactor,clip_value,delta,epsilon,delta_F,sigma
aida,20d,1,CD14-positive_monocyte,5608,468,575,v1,4.0,3.0,1e-05,10,1884.7470817120623,913.1232580158749
aida,20d,1,CD14-positive_monocyte,5608,468,575,v1,4.0,3.0,1e-05,100,1884.7470817120623,91.31232580158749
aida,20d,1,CD14-positive_monocyte,5608,468,575,v1,4.0,3.0,1e-05,1000,1884.7470817120623,9.131232580158748
aida,20d,1,CD14-positive_monocyte,5608,468,575,v1,4.0,3.0,1e-05,10000,1884.7470817120623,0.9131232580158749
aida,20d,1,CD14-positive_monocyte,5608,468,575,v1,4.0,3.0,1e-05,100000,1884.7470817120623,0.09131232580158749
aida,20d,1,CD14-positive_monocyte,5608,468,575,v1,4.0,3.0,1e-05,1000000,1884.7470817120623,0.009131232580158749
aida,20d,1,CD14-positive_monocyte,5608,468,575,v1,4.0,3.0,1e-05,10000000,1884.7470817120623,0.0009131232580158749
aida,20d,1,CD14-positive_monocyte,5608,468,575,v1,4.0,3.0,1e-05,100000000,1884.7470817120623,9.131232580158749e-05
aida,20d,1,CD14-positive_monocyte,5608,468,575,v1,4.0,3.0,1e-05,1000000000,1884.7470817120623,9.131232580158748e-06
aida,20d,1,CD14-positive_monocyte,5608,468,575,v2,1.0,3.0,1e-05,1,471.18677042801556,2282.808145039687
aida,20d,1,CD14-positive_monocyte,5608,468,575,v2,1.0,3.0,1e-05,10,471.18677042801556,228.2808145039687
aida,20d,1,CD14-positive_monocyte,5608,468,575,v2,1.0,3.0,1e-05,100,471.18677042801556,22.828081450396873
aida,20d,1,CD14-positive_monocyte,5608,468,575,v2,1.0,3.0,1e-05,1000,471.18677042801556,2.282808145039687
aida,20d,1,CD14-positive_monocyte,5608,468,575,v2,1.0,3.0,1e-05,10000,471.18677042801556,0.22828081450396873
aida,20d,1,CD14-positive_monocyte,5608,468,575,v2,1.0,3.0,1e-05,100000,471.18677042801556,0.022828081450396873
aida,20d,1,CD14-positive_monocyte,5608,468,575,v2,1.0,3.0,1e-05,1000000,471.18677042801556,0.002282808145039687
aida,20d,1,CD14-positive_monocyte,5608,468,575,v2,1.0,3.0,1e-05,10000000,471.18677042801556,0.00022828081450396872
aida,20d,1,CD14-positive_monocyte,5608,468,575,v2,1.0,3.0,1e-05,100000000,471.18677042801556,2.282808145039687e-05
aida,20d,1,CD14-positive_monocyte,5608,468,575,v2,1.0,3.0,1e-05,1000000000,471.18677042801556,2.282808145039687e-06
aida,20d,1,CD141-positive_myeloid_dendritic_cell,29,6,476,v1,4.0,3.0,1e-05,1,4470.260869565217,21657.543386088506
aida,20d,1,CD141-positive_myeloid_dendritic_cell,29,6,476,v1,4.0,3.0,1e-05,10,4470.260869565217,2165.7543386088505
aida,20d,1,CD141-positive_myeloid_dendritic_cell,29,6,476,v1,4.0,3.0,1e-05,100,4470.260869565217,216.57543386088506
aida,20d,1,CD141-positive_myeloid_dendritic_cell,29,6,476,v1,4.0,3.0,1e-05,1000,4470.260869565217,21.657543386088506
aida,20d,1,CD141-positive_myeloid_dendritic_cell,29,6,476,v1,4.0,3.0,1e-05,10000,4470.260869565217,2.1657543386088505
aida,20d,1,CD141-positive_myeloid_dendritic_cell,29,6,476,v1,4.0,3.0,1e-05,100000,4470.260869565217,0.21657543386088507
aida,20d,1,CD141-positive_myeloid_dendritic_cell,29,6,476,v1,4.0,3.0,1e-05,1000000,4470.260869565217,0.021657543386088506
aida,20d,1,CD141-positive_myeloid_dendritic_cell,29,6,476,v1,4.0,3.0,1e-05,10000000,4470.260869565217,0.002165754338608851
aida,20d,1,CD141-positive_myeloid_dendritic_cell,29,6,476,v1,4.0,3.0,1e-05,100000000,4470.260869565217,0.00021657543386088506
aida,20d,1,CD141-positive_myeloid_dendritic_cell,29,6,476,v1,4.0,3.0,1e-05,1000000000,4470.260869565217,2.1657543386088505e-05
aida,20d,1,CD141-positive_myeloid_dendritic_cell,29,6,476,v2,1.0,3.0,1e-05,1,1117.5652173913043,5414.3858465221265
aida,20d,1,CD141-positive_myeloid_dendritic_cell,29,6,476,v2,1.0,3.0,1e-05,10,1117.5652173913043,541.4385846522126
aida,20d,1,CD141-positive_myeloid_dendritic_cell,29,6,476,v2,1.0,3.0,1e-05,100,1117.5652173913043,54.143858465221264
aida,20d,1,CD141-positive_myeloid_dendritic_cell,29,6,476,v2,1.0,3.0,1e-05,1000,1117.5652173913043,5.414385846522126
aida,20d,1,CD141-positive_myeloid_dendritic_cell,29,6,476,v2,1.0,3.0,1e-05,10000,1117.5652173913043,0.5414385846522126
aida,20d,1,CD141-positive_myeloid_dendritic_cell,29,6,476,v2,1.0,3.0,1e-05,100000,1117.5652173913043,0.05414385846522127
aida,20d,1,CD141-positive_myeloid_dendritic_cell,29,6,476,v2,1.0,3.0,1e-05,1000000,1117.5652173913043,0.0054143858465221266
aida,20d,1,CD141-positive_myeloid_dendritic_cell,29,6,476,v2,1.0,3.0,1e-05,10000000,1117.5652173913043,0.0005414385846522127
aida,20d,1,CD141-positive_myeloid_dendritic_cell,29,6,476,v2,1.0,3.0,1e-05,100000000,1117.5652173913043,5.4143858465221266e-05
aida,20d,1,CD141-positive_myeloid_dendritic_cell,29,6,476,v2,1.0,3.0,1e-05,1000000000,1117.5652173913043,5.414385846522126e-06
aida,20d,1,CD16-negative__CD56-bright_natural_killer_cell__human,161,23,457,v1,4.0,3.0,1e-05,1,2742.0,13284.456030063977
aida,20d,1,CD16-negative__CD56-bright_natural_killer_cell__human,161,23,457,v1,4.0,3.0,1e-05,10,2742.0,1328.4456030063977
aida,20d,1,CD16-negative__CD56-bright_natural_killer_cell__human,161,23,457,v1,4.0,3.0,1e-05,100,2742.0,132.84456030063976
aida,20d,1,CD16-negative__CD56-bright_natural_killer_cell__human,161,23,457,v1,4.0,3.0,1e-05,1000,2742.0,13.284456030063977
aida,20d,1,CD16-negative__CD56-bright_natural_killer_cell__human,161,23,457,v1,4.0,3.0,1e-05,10000,2742.0,1.3284456030063976
aida,20d,1,CD16-negative__CD56-bright_natural_killer_cell__human,161,23,457,v1,4.0,3.0,1e-05,100000,2742.0,0.13284456030063976
aida,20d,1,CD16-negative__CD56-bright_natural_killer_cell__human,161,23,457,v1,4.0,3.0,1e-05,1000000,2742.0,0.013284456030063977
aida,20d,1,CD16-negative__CD56-bright_natural_killer_cell__human,161,23,457,v1,4.0,3.0,1e-05,10000000,2742.0,0.0013284456030063978
aida,20d,1,CD16-negative__CD56-bright_natural_killer_cell__human,161,23,457,v1,4.0,3.0,1e-05,100000000,2742.0,0.00013284456030063978
aida,20d,1,CD16-negative__CD56-bright_natural_killer_cell__human,161,23,457,v1,4.0,3.0,1e-05,1000000000,2742.0,1.3284456030063977e-05
aida,20d,1,CD16-negative__CD56-bright_natural_killer_cell__human,161,23,457,v2,1.0,3.0,1e-05,1,685.5,3321.114007515994
aida,20d,1,CD16-negative__CD56-bright_natural_killer_cell__human,161,23,457,v2,1.0,3.0,1e-05,10,685.5,332.11140075159943
aida,20d,1,CD16-negative__CD56-bright_natural_killer_cell__human,161,23,457,v2,1.0,3.0,1e-05,100,685.5,33.21114007515994
aida,20d,1,CD16-negative__CD56-bright_natural_killer_cell__human,161,23,457,v2,1.0,3.0,1e-05,1000,685.5,3.321114007515994
aida,20d,1,CD16-negative__CD56-bright_natural_killer_cell__human,161,23,457,v2,1.0,3.0,1e-05,10000,685.5,0.3321114007515994
aida,20d,1,CD16-negative__CD56-bright_natural_killer_cell__human,161,23,457,v2,1.0,3.0,1e-05,100000,685.5,0.03321114007515994
aida,20d,1,CD16-negative__CD56-bright_natural_killer_cell__human,161,23,457,v2,1.0,3.0,1e-05,1000000,685.5,0.0033211140075159943
aida,20d,1,CD16-negative__CD56-bright_natural_killer_cell__human,161,23,457,v2,1.0,3.0,1e-05,10000000,685.5,0.00033211140075159945
aida,20d,1,CD16-negative__CD56-bright_natural_killer_cell__human,161,23,457,v2,1.0,3.0,1e-05,100000000,685.5,3.3211140075159945e-05
aida,20d,1,CD16-negative__CD56-bright_natural_killer_cell__human,161,23,457,v2,1.0,3.0,1e-05,1000000000,685.5,3.321114007515994e-06
aida,20d,1,CD16-positive__CD56-dim_natural_killer_cell__human,5743,633,423,v1,4.0,3.0,1e-05,1,1886.3647749510762,9139.069988876405
aida,20d,1,CD16-positive__CD56-dim_natural_killer_cell__human,5743,633,423,v1,4.0,3.0,1e-05,10,1886.3647749510762,913.9069988876405
aida,20d,1,CD16-positive__CD56-dim_natural_killer_cell__human,5743,633,423,v1,4.0,3.0,1e-05,100,1886.3647749510762,91.39069988876405
aida,20d,1,CD16-positive__CD56-dim_natural_killer_cell__human,5743,633,423,v1,4.0,3.0,1e-05,1000,1886.3647749510762,9.139069988876404
aida,20d,1,CD16-positive__CD56-dim_natural_killer_cell__human,5743,633,423,v1,4.0,3.0,1e-05,10000,1886.3647749510762,0.9139069988876405
aida,20d,1,CD16-positive__CD56-dim_natural_killer_cell__human,5743,633,423,v1,4.0,3.0,1e-05,100000,1886.3647749510762,0.09139069988876405
aida,20d,1,CD16-positive__CD56-dim_natural_killer_cell__human,5743,633,423,v1,4.0,3.0,1e-05,1000000,1886.3647749510762,0.009139069988876404
aida,20d,1,CD16-positive__CD56-dim_natural_killer_cell__human,5743,633,423,v1,4.0,3.0,1e-05,10000000,1886.3647749510762,0.0009139069988876405
aida,20d,1,CD16-positive__CD56-dim_natural_killer_cell__human,5743,633,423,v1,4.0,3.0,1e-05,100000000,1886.3647749510762,9.139069988876404e-05
aida,20d,1,CD16-positive__CD56-dim_natural_killer_cell__human,5743,633,423,v1,4.0,3.0,1e-05,1000000000,1886.3647749510762,9.139069988876404e-06
aida,20d,1,CD16-positive__CD56-dim_natural_killer_cell__human,5743,633,423,v2,1.0,3.0,1e-05,1,471.59119373776906,2284.767497219101
aida,20d,1,CD16-positive__CD56-dim_natural_killer_cell__human,5743,633,423,v2,1.0,3.0,1e-05,10,471.59119373776906,228.47674972191012
aida,20d,1,CD16-positive__CD56-dim_natural_killer_cell__human,5743,633,423,v2,1.0,3.0,1e-05,100,471.59119373776906,22.84767497219101
aida,20d,1,CD16-positive__CD56-dim_natural_killer_cell__human,5743,633,423,v2,1.0,3.0,1e-05,1000,471.59119373776906,2.284767497219101
aida,20d,1,CD16-positive__CD56-dim_natural_killer_cell__human,5743,633,423,v2,1.0,3.0,1e-05,10000,471.59119373776906,0.22847674972191012
aida,20d,1,CD16-positive__CD56-dim_natural_killer_cell__human,5743,633,423,v2,1.0,3.0,1e-05,100000,471.59119373776906,0.022847674972191014
aida,20d,1,CD16-positive__CD56-dim_natural_killer_cell__human,5743,633,423,v2,1.0,3.0,1e-05,1000000,471.59119373776906,0.002284767497219101
aida,20d,1,CD16-positive__CD56-dim_natural_killer_cell__human,5743,633,423,v2,1.0,3.0,1e-05,10000000,471.59119373776906,0.00022847674972191012
aida,20d,1,CD16-positive__CD56-dim_natural_killer_cell__human,5743,633,423,v2,1.0,3.0,1e-05,100000000,471.59119373776906,2.284767497219101e-05
aida,20d,1,CD16-positive__CD56-dim_natural_killer_cell__human,5743,633,423,v2,1.0,3.0,1e-05,1000000000,471.59119373776906,2.284767497219101e-06
aida,20d,1,CD1c-positive_myeloid_dendritic_cell,425,54,645,v1,4.0,3.0,1e-05,1,3379.730458221024,16374.13591017694
aida,20d,1,CD1c-positive_myeloid_dendritic_cell,425,54,645,v1,4.0,3.0,1e-05,10,3379.730458221024,1637.413591017694
aida,20d,1,CD1c-positive_myeloid_dendritic_cell,425,54,645,v1,4.0,3.0,1e-05,100,3379.730458221024,163.7413591017694
aida,20d,1,CD1c-positive_myeloid_dendritic_cell,425,54,645,v1,4.0,3.0,1e-05,1000,3379.730458221024,16.37413591017694
aida,20d,1,CD1c-positive_myeloid_dendritic_cell,425,54,645,v1,4.0,3.0,1e-05,10000,3379.730458221024,1.637413591017694
aida,20d,1,CD1c-positive_myeloid_dendritic_cell,425,54,645,v1,4.0,3.0,1e-05,100000,3379.730458221024,0.1637413591017694
aida,20d,1,CD1c-positive_myeloid_dendritic_cell,425,54,645,v1,4.0,3.0,1e-05,1000000,3379.730458221024,0.01637413591017694
aida,20d,1,CD1c-positive_myeloid_dendritic_cell,425,54,645,v1,4.0,3.0,1e-05,10000000,3379.730458221024,0.0016374135910176939
aida,20d,1,CD1c-positive_myeloid_dendritic_cell,425,54,645,v1,4.0,3.0,1e-05,100000000,3379.730458221024,0.0001637413591017694
aida,20d,1,CD1c-positive_myeloid_dendritic_cell,425,54,645,v1,4.0,3.0,1e-05,1000000000,3379.730458221024,1.6374135910176938e-05
aida,20d,1,CD1c-positive_myeloid_dendritic_cell,425,54,645,v2,1.0,3.0,1e-05,1,844.932614555256,4093.533977544235
aida,20d,1,CD1c-positive_myeloid_dendritic_cell,425,54,645,v2,1.0,3.0,1e-05,10,844.932614555256,409.3533977544235
aida,20d,1,CD1c-positive_myeloid_dendritic_cell,425,54,645,v2,1.0,3.0,1e-05,100,844.932614555256,40.93533977544235
aida,20d,1,CD1c-positive_myeloid_dendritic_cell,425,54,645,v2,1.0,3.0,1e-05,1000,844.932614555256,4.093533977544235
aida,20d,1,CD1c-positive_myeloid_dendritic_cell,425,54,645,v2,1.0,3.0,1e-05,10000,844.932614555256,0.4093533977544235
aida,20d,1,CD1c-positive_myeloid_dendritic_cell,425,54,645,v2,1.0,3.0,1e-05,100000,844.932614555256,0.04093533977544235
aida,20d,1,CD1c-positive_myeloid_dendritic_cell,425,54,645,v2,1.0,3.0,1e-05,1000000,844.932614555256,0.004093533977544235
aida,20d,1,CD1c-positive_myeloid_dendritic_cell,425,54,645,v2,1.0,3.0,1e-05,10000000,844.932614555256,0.00040935339775442347
aida,20d,1,CD1c-positive_myeloid_dendritic_cell,425,54,645,v2,1.0,3.0,1e-05,100000000,844.932614555256,4.093533977544235e-05
aida,20d,1,CD1c-positive_myeloid_dendritic_cell,425,54,645,v2,1.0,3.0,1e-05,1000000000,844.932614555256,4.0935339775442345e-06
aida,20d,1,CD4-positive__alpha-beta_T_cell,771,148,403,v1,4.0,3.0,1e-05,1,3446.5232744783307,16697.734097884575
aida,20d,1,CD4-positive__alpha-beta_T_cell,771,148,403,v1,4.0,3.0,1e-05,10,3446.5232744783307,1669.7734097884575
aida,20d,1,CD4-positive__alpha-beta_T_cell,771,148,403,v1,4.0,3.0,1e-05,100,3446.5232744783307,166.97734097884575
aida,20d,1,CD4-positive__alpha-beta_T_cell,771,148,403,v1,4.0,3.0,1e-05,1000,3446.5232744783307,16.697734097884574
aida,20d,1,CD4-positive__alpha-beta_T_cell,771,148,403,v1,4.0,3.0,1e-05,10000,3446.5232744783307,1.6697734097884576
aida,20d,1,CD4-positive__alpha-beta_T_cell,771,148,403,v1,4.0,3.0,1e-05,100000,3446.5232744783307,0.16697734097884576
aida,20d,1,CD4-positive__alpha-beta_T_cell,771,148,403,v1,4.0,3.0,1e-05,1000000,3446.5232744783307,0.016697734097884574
aida,20d,1,CD4-positive__alpha-beta_T_cell,771,148,403,v1,4.0,3.0,1e-05,10000000,3446.5232744783307,0.0016697734097884576
aida,20d,1,CD4-positive__alpha-beta_T_cell,771,148,403,v1,4.0,3.0,1e-05,100000000,3446.5232744783307,0.00016697734097884576
aida,20d,1,CD4-positive__alpha-beta_T_cell,771,148,403,v1,4.0,3.0,1e-05,1000000000,3446.5232744783307,1.6697734097884575e-05
aida,20d,1,CD4-positive__alpha-beta_T_cell,771,148,403,v2,1.0,3.0,1e-05,1,861.6308186195827,4174.433524471144
aida,20d,1,CD4-positive__alpha-beta_T_cell,771,148,403,v2,1.0,3.0,1e-05,10,861.6308186195827,417.44335244711436
aida,20d,1,CD4-positive__alpha-beta_T_cell,771,148,403,v2,1.0,3.0,1e-05,100,861.6308186195827,41.744335244711436
aida,20d,1,CD4-positive__alpha-beta_T_cell,771,148,403,v2,1.0,3.0,1e-05,1000,861.6308186195827,4.1744335244711435
aida,20d,1,CD4-positive__alpha-beta_T_cell,771,148,403,v2,1.0,3.0,1e-05,10000,861.6308186195827,0.4174433524471144
aida,20d,1,CD4-positive__alpha-beta_T_cell,771,148,403,v2,1.0,3.0,1e-05,100000,861.6308186195827,0.04174433524471144
aida,20d,1,CD4-positive__alpha-beta_T_cell,771,148,403,v2,1.0,3.0,1e-05,1000000,861.6308186195827,0.0041744335244711436
aida,20d,1,CD4-positive__alpha-beta_T_cell,771,148,403,v2,1.0,3.0,1e-05,10000000,861.6308186195827,0.0004174433524471144
aida,20d,1,CD4-positive__alpha-beta_T_cell,771,148,403,v2,1.0,3.0,1e-05,100000000,861.6308186195827,4.174433524471144e-05
aida,20d,1,CD4-positive__alpha-beta_T_cell,771,148,403,v2,1.0,3.0,1e-05,1000000000,861.6308186195827,4.174433524471144e-06
aida,20d,1,CD4-positive__alpha-beta_cytotoxic_T_cell,423,58,407,v1,4.0,3.0,1e-05,1,2328.26301369863,11279.980901496605
aida,20d,1,CD4-positive__alpha-beta_cytotoxic_T_cell,423,58,407,v1,4.0,3.0,1e-05,10,2328.26301369863,1127.9980901496606
aida,20d,1,CD4-positive__alpha-beta_cytotoxic_T_cell,423,58,407,v1,4.0,3.0,1e-05,100,2328.26301369863,112.79980901496604
aida,20d,1,CD4-positive__alpha-beta_cytotoxic_T_cell,423,58,407,v1,4.0,3.0,1e-05,1000,2328.26301369863,11.279980901496605
aida,20d,1,CD4-positive__alpha-beta_cytotoxic_T_cell,423,58,407,v1,4.0,3.0,1e-05,10000,2328.26301369863,1.1279980901496605
aida,20d,1,CD4-positive__alpha-beta_cytotoxic_T_cell,423,58,407,v1,4.0,3.0,1e-05,100000,2328.26301369863,0.11279980901496604
aida,20d,1,CD4-positive__alpha-beta_cytotoxic_T_cell,423,58,407,v1,4.0,3.0,1e-05,1000000,2328.26301369863,0.011279980901496605
aida,20d,1,CD4-positive__alpha-beta_cytotoxic_T_cell,423,58,407,v1,4.0,3.0,1e-05,10000000,2328.26301369863,0.0011279980901496606
aida,20d,1,CD4-positive__alpha-beta_cytotoxic_T_cell,423,58,407,v1,4.0,3.0,1e-05,100000000,2328.26301369863,0.00011279980901496605
aida,20d,1,CD4-positive__alpha-beta_cytotoxic_T_cell,423,58,407,v1,4.0,3.0,1e-05,1000000000,2328.26301369863,1.1279980901496606e-05
aida,20d,1,CD4-positive__alpha-beta_cytotoxic_T_cell,423,58,407,v2,1.0,3.0,1e-05,1,582.0657534246575,2819.9952253741512
aida,20d,1,CD4-positive__alpha-beta_cytotoxic_T_cell,423,58,407,v2,1.0,3.0,1e-05,10,582.0657534246575,281.99952253741515
aida,20d,1,CD4-positive__alpha-beta_cytotoxic_T_cell,423,58,407,v2,1.0,3.0,1e-05,100,582.0657534246575,28.19995225374151
aida,20d,1,CD4-positive__alpha-beta_cytotoxic_T_cell,423,58,407,v2,1.0,3.0,1e-05,1000,582.0657534246575,2.8199952253741514
aida,20d,1,CD4-positive__alpha-beta_cytotoxic_T_cell,423,58,407,v2,1.0,3.0,1e-05,10000,582.0657534246575,0.2819995225374151
aida,20d,1,CD4-positive__alpha-beta_cytotoxic_T_cell,423,58,407,v2,1.0,3.0,1e-05,100000,582.0657534246575,0.02819995225374151
aida,20d,1,CD4-positive__alpha-beta_cytotoxic_T_cell,423,58,407,v2,1.0,3.0,1e-05,1000000,582.0657534246575,0.0028199952253741513
aida,20d,1,CD4-positive__alpha-beta_cytotoxic_T_cell,423,58,407,v2,1.0,3.0,1e-05,10000000,582.0657534246575,0.00028199952253741515
aida,20d,1,CD4-positive__alpha-beta_cytotoxic_T_cell,423,58,407,v2,1.0,3.0,1e-05,100000000,582.0657534246575,2.8199952253741513e-05
aida,20d,1,CD4-positive__alpha-beta_cytotoxic_T_cell,423,58,407,v2,1.0,3.0,1e-05,1000000000,582.0657534246575,2.8199952253741514e-06
aida,20d,1,CD8-positive__alpha-beta_T_cell,65,13,403,v1,4.0,3.0,1e-05,1,3627.0,17572.108687469747
aida,20d,1,CD8-positive__alpha-beta_T_cell,65,13,403,v1,4.0,3.0,1e-05,10,3627.0,1757.2108687469747
aida,20d,1,CD8-positive__alpha-beta_T_cell,65,13,403,v1,4.0,3.0,1e-05,100,3627.0,175.72108687469748
aida,20d,1,CD8-positive__alpha-beta_T_cell,65,13,403,v1,4.0,3.0,1e-05,1000,3627.0,17.572108687469747
aida,20d,1,CD8-positive__alpha-beta_T_cell,65,13,403,v1,4.0,3.0,1e-05,10000,3627.0,1.7572108687469747
aida,20d,1,CD8-positive__alpha-beta_T_cell,65,13,403,v1,4.0,3.0,1e-05,100000,3627.0,0.17572108687469748
aida,20d,1,CD8-positive__alpha-beta_T_cell,65,13,403,v1,4.0,3.0,1e-05,1000000,3627.0,0.017572108687469747
aida,20d,1,CD8-positive__alpha-beta_T_cell,65,13,403,v1,4.0,3.0,1e-05,10000000,3627.0,0.0017572108687469747
aida,20d,1,CD8-positive__alpha-beta_T_cell,65,13,403,v1,4.0,3.0,1e-05,100000000,3627.0,0.00017572108687469748
aida,20d,1,CD8-positive__alpha-beta_T_cell,65,13,403,v1,4.0,3.0,1e-05,1000000000,3627.0,1.7572108687469747e-05
aida,20d,1,CD8-positive__alpha-beta_T_cell,65,13,403,v2,1.0,3.0,1e-05,1,906.75,4393.027171867437
aida,20d,1,CD8-positive__alpha-beta_T_cell,65,13,403,v2,1.0,3.0,1e-05,10,906.75,439.3027171867437
aida,20d,1,CD8-positive__alpha-beta_T_cell,65,13,403,v2,1.0,3.0,1e-05,100,906.75,43.93027171867437
aida,20d,1,CD8-positive__alpha-beta_T_cell,65,13,403,v2,1.0,3.0,1e-05,1000,906.75,4.393027171867437
aida,20d,1,CD8-positive__alpha-beta_T_cell,65,13,403,v2,1.0,3.0,1e-05,10000,906.75,0.4393027171867437
aida,20d,1,CD8-positive__alpha-beta_T_cell,65,13,403,v2,1.0,3.0,1e-05,100000,906.75,0.04393027171867437
aida,20d,1,CD8-positive__alpha-beta_T_cell,65,13,403,v2,1.0,3.0,1e-05,1000000,906.75,0.004393027171867437
aida,20d,1,CD8-positive__alpha-beta_T_cell,65,13,403,v2,1.0,3.0,1e-05,10000000,906.75,0.00043930271718674367
aida,20d,1,CD8-positive__alpha-beta_T_cell,65,13,403,v2,1.0,3.0,1e-05,100000000,906.75,4.393027171867437e-05
aida,20d,1,CD8-positive__alpha-beta_T_cell,65,13,403,v2,1.0,3.0,1e-05,1000000000,906.75,4.393027171867437e-06
aida,20d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,2127,279,425,v1,4.0,3.0,1e-05,1,2309.9025974025976,11191.028260001962
aida,20d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,2127,279,425,v1,4.0,3.0,1e-05,10,2309.9025974025976,1119.1028260001963
aida,20d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,2127,279,425,v1,4.0,3.0,1e-05,100,2309.9025974025976,111.91028260001961
aida,20d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,2127,279,425,v1,4.0,3.0,1e-05,1000,2309.9025974025976,11.191028260001962
aida,20d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,2127,279,425,v1,4.0,3.0,1e-05,10000,2309.9025974025976,1.1191028260001963
aida,20d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,2127,279,425,v1,4.0,3.0,1e-05,100000,2309.9025974025976,0.11191028260001962
aida,20d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,2127,279,425,v1,4.0,3.0,1e-05,1000000,2309.9025974025976,0.011191028260001961
aida,20d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,2127,279,425,v1,4.0,3.0,1e-05,10000000,2309.9025974025976,0.0011191028260001963
aida,20d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,2127,279,425,v1,4.0,3.0,1e-05,100000000,2309.9025974025976,0.00011191028260001962
aida,20d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,2127,279,425,v1,4.0,3.0,1e-05,1000000000,2309.9025974025976,1.1191028260001962e-05
aida,20d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,2127,279,425,v2,1.0,3.0,1e-05,1,577.4756493506494,2797.7570650004905
aida,20d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,2127,279,425,v2,1.0,3.0,1e-05,10,577.4756493506494,279.77570650004907
aida,20d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,2127,279,425,v2,1.0,3.0,1e-05,100,577.4756493506494,27.977570650004903
aida,20d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,2127,279,425,v2,1.0,3.0,1e-05,1000,577.4756493506494,2.7977570650004906
aida,20d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,2127,279,425,v2,1.0,3.0,1e-05,10000,577.4756493506494,0.27977570650004907
aida,20d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,2127,279,425,v2,1.0,3.0,1e-05,100000,577.4756493506494,0.027977570650004904
aida,20d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,2127,279,425,v2,1.0,3.0,1e-05,1000000,577.4756493506494,0.0027977570650004903
aida,20d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,2127,279,425,v2,1.0,3.0,1e-05,10000000,577.4756493506494,0.00027977570650004907
aida,20d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,2127,279,425,v2,1.0,3.0,1e-05,100000000,577.4756493506494,2.7977570650004904e-05
aida,20d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,2127,279,425,v2,1.0,3.0,1e-05,1000000000,577.4756493506494,2.7977570650004906e-06
aida,20d,1,CD8-positive__alpha-beta_memory_T_cell,1327,135,416,v1,4.0,3.0,1e-05,1,1696.1073825503356,8217.309972923718
aida,20d,1,CD8-positive__alpha-beta_memory_T_cell,1327,135,416,v1,4.0,3.0,1e-05,10,1696.1073825503356,821.7309972923719
aida,20d,1,CD8-positive__alpha-beta_memory_T_cell,1327,135,416,v1,4.0,3.0,1e-05,100,1696.1073825503356,82.17309972923718
aida,20d,1,CD8-positive__alpha-beta_memory_T_cell,1327,135,416,v1,4.0,3.0,1e-05,1000,1696.1073825503356,8.217309972923719
aida,20d,1,CD8-positive__alpha-beta_memory_T_cell,1327,135,416,v1,4.0,3.0,1e-05,10000,1696.1073825503356,0.8217309972923719
aida,20d,1,CD8-positive__alpha-beta_memory_T_cell,1327,135,416,v1,4.0,3.0,1e-05,100000,1696.1073825503356,0.08217309972923718
aida,20d,1,CD8-positive__alpha-beta_memory_T_cell,1327,135,416,v1,4.0,3.0,1e-05,1000000,1696.1073825503356,0.008217309972923718
aida,20d,1,CD8-positive__alpha-beta_memory_T_cell,1327,135,416,v1,4.0,3.0,1e-05,10000000,1696.1073825503356,0.0008217309972923718
aida,20d,1,CD8-positive__alpha-beta_memory_T_cell,1327,135,416,v1,4.0,3.0,1e-05,100000000,1696.1073825503356,8.217309972923718e-05
aida,20d,1,CD8-positive__alpha-beta_memory_T_cell,1327,135,416,v1,4.0,3.0,1e-05,1000000000,1696.1073825503356,8.217309972923718e-06
aida,20d,1,CD8-positive__alpha-beta_memory_T_cell,1327,135,416,v2,1.0,3.0,1e-05,1,424.0268456375839,2054.3274932309296
aida,20d,1,CD8-positive__alpha-beta_memory_T_cell,1327,135,416,v2,1.0,3.0,1e-05,10,424.0268456375839,205.43274932309296
aida,20d,1,CD8-positive__alpha-beta_memory_T_cell,1327,135,416,v2,1.0,3.0,1e-05,100,424.0268456375839,20.543274932309295
aida,20d,1,CD8-positive__alpha-beta_memory_T_cell,1327,135,416,v2,1.0,3.0,1e-05,1000,424.0268456375839,2.0543274932309297
