,highly_variable
RP5-940J5.3,False
GAPDH,True
RP5-940J5.9,False
IFFO1,False
RP5-940J5.8,False
NOP2,False
CHD4,False
RP5-940J5.6,False
LPAR5,False
ACRBP,True
ING4,False
RP4-761J14.8,False
ZNF384,False
PIANP,False
RP4-761J14.9,False
COPS7A,False
RP4-761J14.10,False
MLF2,False
PTMS,True
LAG3,True
CD4,False
GPR162,False
GNB3,False
CDCA3,False
USP5,False
TPI1,False
SPSB2,False
LRRC23,False
ENO2,False
ATN1,False
C12orf57,False
U47924.31,False
PTPN6,False
EMG1,False
U47924.27,False
U47924.29,False
PHB2,False
LPCAT3,False
U47924.30,False
C1S,False
C1R,False
C1RL,False
C1RL-AS1,False
RBP5,False
RP11-273B20.1,False
CLSTN3,True
RP11-273B20.3,False
PEX5,False
ACSM4,False
CD163L1,False
CD163,False
DPPA3,False
CLEC4C,False
NANOGNB,False
NANOG,False
SLC2A14,True
SLC2A3,True
FOXJ2,False
C3AR1,False
NECAP1,False
CLEC4A,False
ZNF705A,False
FAM66C,False
FAM90A1,False
RP11-266K4.9,False
LINC00937,False
RP11-90D4.3,False
CLEC6A,False
CLEC4D,False
CLEC4E,True
RP11-561P12.5,False
AICDA,False
MFAP5,False
RIMKLB,False
A2ML1-AS1,False
RP11-20D14.6,False
A2ML1-AS2,False
A2ML1,False
PHC1,False
M6PR,False
KLRG1,True
RP11-259O18.4,False
A2M-AS1,True
A2M,False
PZP,False
LINC00987,True
RP11-118B22.4,False
RP13-735L24.1,False
KLRB1,True
RP11-705C15.4,False
CLEC2D,False
RP11-75L1.1,False
CLECL1,True
CD69,True
KLRF1,True
CLEC2B,False
RP11-290C10.1,False
KLRF2,False
CLEC2A,False
AC091814.2,False
AC091814.3,False
CLEC12A,True
CLEC1B,False
CLEC12B,False
RP11-133L14.5,False
CLEC9A,False
CLEC1A,False
CLEC7A,True
OLR1,False
TMEM52B,False
GABARAPL1,False
RP11-656E20.5,False
KLRD1,True
RP11-277P12.10,False
RP11-277P12.9,False
RP11-277P12.20,False
KLRC4-KLRK1,False
KLRK1,True
KLRC4,True
NKG2-E,False
KLRC3,False
KLRC2,True
KLRC1,True
EIF2S3L,False
RP11-291B21.2,True
MAGOHB,False
STYK1,False
YBX3,True
TAS2R8,False
TAS2R9,False
PRR4,False
TAS2R10,False
TAS2R13,False
PRH2,False
TAS2R14,False
TAS2R50,False
TAS2R20,False
TAS2R19,False
TAS2R31,False
AC018630.1,False
TAS2R46,False
TAS2R43,False
TAS2R30,False
RP11-711K1.8,False
PRB3,False
PRB4,False
PRB2,False
RP11-434C1.2,False
RP11-434C1.1,False
ETV6,False
BCL2L14,False
LRP6,False
MANSC1,False
LOH12CR2,False
LOH12CR1,False
DUSP16,False
RP11-253I19.3,False
CREBL2,False
GPR19,False
RP11-180M15.3,False
CDKN1B,False
RP11-180M15.4,False
APOLD1,False
DDX47,False
GPRC5A,False
RP11-392P7.6,False
GPRC5D,False
RP11-392P7.7,False
HEBP1,False
RP11-377D9.3,False
KIAA1467,False
GSG1,False
EMP1,False
GRIN2B,False
RP11-134N1.2,False
ATF7IP,False
PLBD1,True
RP11-502N13.2,False
RP11-695J4.2,False
GUCY2C,False
RP11-174G6.1,False
HIST4H4,False
H2AFJ,False
WBP11,False
C12orf60,True
SMCO3,False
ART4,False
RP11-233G1.4,False
MGP,False
ERP27,False
ARHGDIB,False
PDE6H,False
RERG,False
PTPRO,False
EPS8,False
RP11-6B19.1,False
RP11-6B19.2,False
STRAP,False
DERA,False
MGST1,True
PLCZ1,False
PLEKHA5,False
AEBP2,True
RP11-405A12.2,False
PDE3A,False
SLCO1A2,False
IAPP,False
PYROXD1,False
RECQL,False
GOLT1B,False
C12orf39,False
GYS2,False
LDHB,False
RP11-59N23.3,False
KCNJ8,False
ABCC9,False
CMAS,False
ST8SIA1,False
RP11-73M14.1,False
C2CD5,False
RP11-359J14.2,False
RP11-268P4.5,False
RP11-268P4.4,False
ETNK1,False
RP11-114G22.1,False
RP11-449P1.1,False
SOX5,False
RP11-444D3.1,False
RP11-778H2.1,False
LINC00477,False
BCAT1,False
RP11-625L16.3,False
AC026310.1,False
C12orf77,False
RP11-713N11.5,False
LRMP,False
RP11-713N11.4,False
CASC1,False
LYRM5,False
KRAS,False
IFLTD1,False
RASSF8-AS1,False
RASSF8,False
BHLHE41,False
SSPN,False
RP11-283G6.3,False
RP11-283G6.4,False
RP11-283G6.5,False
RP11-612B6.1,False
RP11-513G19.1,False
RP11-612B6.2,False
ITPR2,False
RP11-666F17.1,False
ASUN,False
FGFR1OP2,False
RP11-421F16.3,False
TM7SF3,False
MED21,False
C12orf71,False
RP11-582E3.2,False
STK38L,False
ARNTL2,False
RP11-165P7.1,False
SMCO2,False
PPFIBP1,False
RP11-1060J15.4,False
REP15,False
RP11-1060J15.7,False
MRPS35,False
MANSC4,False
RP11-860B13.1,False
KLHL42,False
PTHLH,False
RP11-993B23.3,False
CCDC91,False
RP11-967K21.1,False
RP11-946L16.1,False
FAR2,False
RP11-996F15.2,False
ERGIC2,False
OVCH1-AS1,False
OVCH1,False
TMTC1,False
RP11-776A13.1,False
IPO8,False
CAPRIN2,False
RP11-77I22.2,False
LINC00941,False
RP11-551L14.4,False
DDX11-AS1,False
DDX11,False
FAM60A,False
AC024940.1,False
RP11-771K4.1,False
DENND5B,False
DENND5B-AS1,False
METTL20,False
AMN1,False
H3F3C,False
RP11-428G5.5,True
KIAA1551,False
RP11-843B15.2,False
BICD1,False
FGD4,False
DNM1L,False
YARS2,False
PKP2,False
RP11-847H18.2,False
ALG10,False
RP11-847H18.3,False
RP11-313F23.4,False
ALG10B,False
RP11-804F13.1,False
CPNE8,False
RP11-396F22.1,False
KIF21A,False
ABCD2,False
C12orf40,False
SLC2A13,False
RP11-476D10.1,False
AC079630.2,False
AC079630.4,False
LRRK2,True
MUC19,False
CNTN1,False
PDZRN4,False
RP11-630C16.2,False
GXYLT1,False
YAF2,False
PPHLN1,False
ZCRB1,False
PRICKLE1,False
RP11-328C8.4,False
RP11-547C5.2,False
RP11-350F4.2,False
PUS7L,False
IRAK4,False
TWF1,False
TMEM117,False
NELL2,False
ANO6,False
RP11-352M15.1,False
LINC00938,False
ARID2,False
SCAF11,False
SLC38A1,False
SLC38A2,False
RP11-474P2.2,False
RP11-96H19.1,False
RP11-474P2.4,False
RP11-446N19.1,True
SLC38A4,False
AMIGO2,False
PCED1B,False
RP11-493L12.3,False
RP11-493L12.4,False
RP11-493L12.5,False
RP1-90J4.1,False
RPAP3,False
RP1-197B17.3,False
ENDOU,False
RAPGEF3,False
SLC48A1,False
HDAC7,False
AC004466.1,False
VDR,False
RP11-89H19.1,False
TMEM106C,False
COL2A1,False
RP1-228P16.4,False
RP1-228P16.5,False
SENP1,False
PFKM,False
ASB8,False
C12orf68,False
DKFZP779L1853,False
OR10AD1,False
RP11-370I10.2,False
H1FNT,False
ZNF641,False
RP11-370I10.6,False
AC024257.1,False
ANP32D,False
C12orf54,False
OR8S1,False
KANSL2,False
CCNT1,False
LINC00935,False
ADCY6,False
RP11-579D7.4,False
CACNB3,False
DDX23,False
RND1,True
RP11-302B13.5,False
CCDC65,False
FKBP11,True
ARF3,False
WNT10B,False
WNT1,False
DDN,False
RP11-386G11.5,False
PRKAG1,False
KMT2D,False
RHEBL1,False
DHH,False
RP11-386G11.8,False
LMBR1L,False
RP11-386G11.10,False
TUBA1B,True
TUBA1A,False
TUBA1C,False
RP11-977B10.2,False
RP11-161H23.5,False
RP11-161H23.9,False
PRPH,False
TROAP,False
C1QL4,False
DNAJC22,False
SPATS2,False
KCNH3,False
MCRS1,False
PRPF40B,False
RP11-133N21.10,False
FAM186B,False
FMNL3,False
TMBIM6,False
NCKAP5L,False
BCDIN3D-AS1,False
BCDIN3D,False
FAIM2,False
RP11-70F11.8,False
AQP6,False
RACGAP1,False
ASIC1,False
SMARCD1,False
GPD1,False
COX14,False
CERS5,False
LIMA1,False
RP3-405J10.4,False
AC140061.12,False
FAM186A,False
LARP4,False
DIP2B,False
ATF1,False
TMPRSS12,False
METTL7A,False
HIGD1C,False
SLC11A2,False
LETMD1,False
CSRNP2,False
TFCP2,False
POU6F1,False
DAZAP2,False
SMAGP,False
BIN2,False
CELA1,False
GALNT6,False
SLC4A8,True
RP11-607P23.1,False
SCN8A,False
RP11-923I11.3,False
RP11-923I11.6,False
RP11-923I11.4,False
RP11-923I11.5,False
ANKRD33,False
ACVRL1,False
ACVR1B,False
GRASP,False
NR4A1,False
RP11-1100L3.8,False
C12orf44,False
RP11-1100L3.7,False
KRT80,False
C12orf80,False
LINC00592,False
KRT7,False
KRT86,True
KRT81,False
RP11-845M18.6,False
KRT83,False
KRT6B,False
KRT6A,False
KRT5,False
KRT71,False
KRT74,False
KRT72,False
RP11-641A6.2,False
KRT73,False
KRT2,False
KRT1,True
KRT77,False
KRT79,False
KRT78,False
KRT8,False
KRT18,False
EIF4B,False
RP11-983P16.4,False
TENC1,False
SPRYD3,False
IGFBP6,False
SOAT2,False
CSAD,False
ZNF740,False
ITGB7,False
RARG,False
MFSD5,False
ESPL1,False
PFDN5,False
RP11-680A11.5,False
C12orf10,False
AAAS,False
SP7,False
SP1,False
AMHR2,False
PRR13,False
PCBP2,False
MAP3K12,False
RP11-793H13.11,False
TARBP2,False
RP11-793H13.10,False
NPFF,False
ATF7,False
RP11-793H13.3,False
ATP5G2,False
CALCOCO1,False
RP11-686F15.3,False
RP11-686F15.2,False
HOXC11,False
HOXC-AS3,False
HOXC10,False
HOXC6,False
HOXC-AS2,False
HOXC9,False
HOXC-AS1,False
HOXC8,False
HOXC4,False
AC012531.25,False
HOXC5,False
HOXC4-1,False
RP11-834C11.3,False
RP11-834C11.6,False
RP11-834C11.4,False
RP11-834C11.11,False
RP11-834C11.10,False
SMUG1,False
CBX5,False
RP11-968A15.2,False
HNRNPA1,False
NFE2,False
COPZ1,False
RP11-753H16.3,False
RP11-753H16.5,False
GPR84,False
ZNF385A,False
ITGA5,False
LINC01154,False
GTSF1,False
NCKAP1L,False
RP11-1049A21.2,False
PDE1B,False
PPP1R1A,False
MUCL1,False
TESPA1,False
RP11-616L12.1,False
RP11-110A12.2,False
RP11-644F5.16,False
METTL7B,False
ITGA7,False
RP11-644F5.10,False
BLOC1S1,False
RDH5,False
CD63,True
RP11-644F5.11,False
GDF11,False
SARNP,False
RP11-762I7.5,False
ORMDL2,False
DNAJC14,False
MMP19,False
WIBG,False
DGKA,False
PMEL,False
CDK2,False
RP11-973D8.4,False
RAB5B,False
SUOX,False
IKZF4,False
RP11-603J24.4,False
RPS26,False
ERBB3,False
PA2G4,False
RP11-603J24.17,False
RPL41,False
ZC3H10,False
ESYT1,False
RP11-603J24.6,False
RP11-603J24.5,False
RP11-603J24.14,False
MYL6B,False
MYL6,False
SMARCC2,False
RNF41,False
NABP2,False
SLC39A5,False
ANKRD52,False
COQ10A,False
RP11-977G19.14,False
CS,False
RP11-977G19.10,False
RP11-977G19.11,False
RP11-977G19.12,False
CNPY2,False
PAN2,False
IL23A,False
STAT2,False
APOF,False
TIMELESS,False
MIP,False
SPRYD4,False
GLS2,False
RBMS2,False
BAZ2A,False
ATP5B,False
PTGES3,False
NACA,False
PRIM1,False
HSD17B6,False
SDR9C7,False
RDH16,False
ZBTB39,False
TAC3,False
MYO1A,False
TMEM194A,False
NAB2,False
STAT6,False
LRP1,False
RP11-545N8.3,False
NXPH4,False
SHMT2,False
NDUFA4L2,False
STAC3,False
R3HDM2,True
AC126614.1,False
RP11-756H6.1,False
INHBC,False
INHBE,False
GLI1,False
ARHGAP9,False
MARS,False
DDIT3,False
MBD6,False
DCTN2,False
KIF5A,False
PIP4K2C,False
DTX3,False
ARHGEF25,False
SLC26A10,False
B4GALNT1,False
OS9,False
RP11-571M6.7,False
AGAP2,False
AGAP2-AS1,False
TSPAN31,False
CDK4,False
MARCH9,False
CYP27B1,False
METTL1,False
METTL21B,False
TSFM,False
AVIL,False
RP11-571M6.17,False
RP11-571M6.18,False
CTDSP2,False
RP11-620J15.1,False
RP11-620J15.2,False
RP11-620J15.3,False
XRCC6BP1,False
RP11-58A17.4,False
LRIG3,False
SLC16A7,False
RP11-316A16.1,False
FAM19A2,False
USP15,False
MON2,False
RP11-863H1.1,False
C12orf61,False
RP11-631N16.2,False
PPM1H,False
AVPR1A,False
DPY19L2,False
RP11-415I12.3,False
TMEM5,False
TMEM5-AS1,False
SRGAP1,False
RP11-196H14.2,False
RP11-196H14.4,False
RP11-196H14.3,False
C12orf66,False
C12orf56,False
XPOT,False
TBK1,False
RP11-338E21.1,False
RASSF3,True
RP11-338E21.3,False
AC025262.1,False
GNS,False
RP11-629N8.3,False
TBC1D30,False
RP11-766N7.3,False
RP11-168J19.2,False
WIF1,False
LEMD3,False
MSRB3,False
RP11-230G5.2,False
HMGA2,False
RP11-366L20.2,False
AC090673.2,False
LLPH,False
TMBIM4-1,False
RP11-745O10.2,False
IRAK3,False
RP11-335I12.2,False
HELB,False
GRIP1,False
CAND1,False
RP11-473M14.3,False
RP11-542B15.1,False
DYRK2,False
RP11-335O4.3,False
RP11-43N5.1,False
GS1-410F4.4,False
IFNG-AS1,False
IFNG,True
IL26,False
IL22,False
MDM1,False
RP11-81H14.2,True
RAP1B,False
RP11-637A17.2,False
NUP107,False
SLC35E3,False
AC124890.1,False
MDM2,True
RP11-611O2.1,False
RP11-611O2.5,False
CPM,False
CPSF6,False
LYZ,True
RP11-1143G9.4,True
YEATS4,False
RP11-956E11.1,False
FRS2,False
CCT2,False
BEST3,False
RP11-588G21.2,False
RAB3IP,False
AC025263.3,False
MYRFL,False
RP11-611E13.2,False
RP11-320P7.2,False
RP11-320P7.1,False
CNOT2,False
KCNMB4,False
RP11-588H23.3,False
PTPRB,False
PTPRR,False
CTD-2021H9.3,False
LGR5,False
ZFC3H1,False
THAP2,False
TMEM19,False
RAB21,False
RP11-2H8.2,False
TBC1D15,False
TPH2,False
TRHDE,False
RP11-711C17.2,False
RP11-81H3.2,False
ATXN7L3B,False
RP11-56G10.2,False
RP11-81K13.1,False
KCNC2,False
CAPS2,False
GLIPR1L1,False
GLIPR1L2,False
GLIPR1,False
RP11-585P4.5,False
KRR1,False
RP11-114H23.1,False
RP11-290L1.5,False
PHLDA1,True
RP11-290L1.3,False
NAP1L1,False
RP11-54A9.1,False
BBS10,False
OSBPL8,False
RP11-20E24.1,False
ZDHHC17,False
CSRP2,False
E2F7,False
NAV3,False
RP11-136F16.1,False
RP11-754N21.1,False
SYT1,False
RP1-78O14.1,False
PAWR,False
RP11-530C5.1,False
PPP1R12A,False
RP11-530C5.2,False
RP11-84G21.1,False
PTPRQ,False
MYF6,False
RP11-540D4.3,False
LIN7A,False
ACSS3,False
PPFIA2,False
RP11-362A1.1,False
CCDC59,False
METTL25,False
RP11-263K4.5,False
RP11-263K4.3,False
TMTC2,False
RP11-87P13.2,False
SLC6A15,False
TSPAN19,False
LRRIQ1,False
RP11-408B11.2,False
RASSF9,False
NTS,False
MGAT4C,False
RP11-248E9.6,False
C12orf50,False
C12orf29,False
CEP290,False
TMTC3,False
KITLG,False
RP11-13A1.1,False
RP11-13A1.3,False
DUSP6,True
RP11-1109F11.3,False
RP11-1109F11.5,False
POC1B,False
GALNT4,False
POC1B-GALNT4,False
RP11-734K2.4,False
RP11-981P6.1,False
ATP2B1,False
LINC00936,True
RP11-654D12.2,False
RP11-654D12.3,False
RP11-567C2.1,False
DCN,False
RP11-587P21.2,False
RP11-587P21.3,False
C12orf79,False
BTG1,False
RP11-796E2.4,True
CLLU1OS,False
RP11-693J15.4,False
CLLU1,False
RP11-693J15.5,True
C12orf74,False
PLEKHG7,False
EEA1,False
RP11-511B23.1,False
RP11-511B23.2,False
RP11-202G11.2,False
RP11-486A14.2,False
NUDT4,False
UBE2N,False
MRPL42,False
SOCS2,False
CRADD,False
RP11-887P2.5,False
RP11-1060G2.2,False
PLXNC1,False
RP11-74K11.2,False
RP11-1105G2.4,False
RP11-1105G2.3,False
CCDC41,False
RP11-778J16.3,False
TMCC3,False
NDUFA12,False
NR2C1,False
FGD6,False
VEZT,False
METAP2,False
USP44,False
NTN4,False
RP11-536G4.2,False
SNRPF,False
CCDC38,False
AMDHD1,False
HAL,False
RP11-256L6.3,False
LTA4H,False
RP11-256L6.2,False
ELK3,False
RP11-394J1.2,False
CDK17,False
C12orf55,False
NEDD1,False
RP11-181C3.1,False
TMPO-AS1,False
TMPO,False
SLC25A3,False
IKBIP,False
APAF1,False
ANKS1B,False
UHRF1BP1L,False
RP11-175P13.2,False
ACTR6,False
DEPDC4,False
SCYL2,False
SLC17A8,False
NR1H4,False
GAS2L3,False
SLC5A8,False
UTP20,False
ARL1,False
RP11-321F8.4,False
SPIC,False
MYBPC1,False
RP11-755O11.2,False
CHPT1,False
SYCP3,False
GNPTAB,True
DRAM1,False
RP11-554E23.2,False
CCDC53,False
RP11-554E23.4,False
NUP37,False
PARPBP,False
PMCH,False
IGF1,False
LINC00485,False
PAH,False
ASCL1,False
RP11-328J6.1,False
C12orf42,False
STAB2,False
RP11-341G23.4,False
NT5DC3,False
RP11-650K20.3,False
HSP90B1,True
C12orf73,False
TDG,False
GLT8D2,False
HCFC2,False
NFYB,False
TXNRD1,False
RP11-818F20.5,False
EID3,False
CHST11,False
SLC41A2,False
C12orf45,False
ALDH1L2,False
RP11-61E11.1,False
RP11-61E11.2,False
KIAA1033,False
APPL2,False
C12orf75,True
RP11-474B16.1,False
CASC18,False
RP11-114F10.2,False
NUAK1,False
RP11-114F10.3,False
CKAP4,False
TCP11L2,False
POLR3B,False
RP11-144F15.1,False
RFX4,False
RP11-482D24.2,False
RP11-482D24.3,False
RIC8B,False
RP11-412D9.4,False
C12orf23,False
MTERFD3,False
CRY1,False
RP11-797M17.1,False
BTBD11,False
RP11-128P10.1,False
PWP1,False
PRDM4,False
RP11-864J10.4,False
ASCL4,False
WSCD2,False
CMKLR1,True
RP11-13G14.4,False
FICD,False
SART3,False
ISCU,False
TMEM119,False
SELPLG,False
RP11-689B22.2,False
CORO1C,False
SNORA40-1,False
SSH1,False
DAO,False
RP11-423G4.7,False
SVOP,False
USP30,False
USP30-AS1,False
ALKBH2,False
UNG,False
ACACB,False
FOXN4,False
MYO1H,False
RP11-256L11.1,False
RP11-256L11.3,False
KCTD10,False
UBE3B,False
MMAB,False
MVK,False
FAM222A,False
FAM222A-AS1,False
TRPV4,False
GLTP,False
RP1-7G5.6,False
TCHP,False
GIT2,False
ANKRD13A,False
C12orf76,False
IFT81,False
ATP2A2,False
ANAPC7,False
ARPC3,False
GPN3,False
FAM216A,False
VPS29,False
RAD9B,False
PPTC7,False
TCTN1,False
HVCN1,True
PPP1CC,False
RP1-74B13.2,False
CCDC63,False
MYL2,False
RP1-46F2.2,False
RP1-46F2.3,False
CUX2,False
FAM109A,False
RP3-473L9.4,False
SH2B3,False
ATXN2,False
RP11-686G8.2,False
BRAP,False
ACAD10,False
ALDH2,False
RP3-462E2.3,False
MAPKAPK5-AS1,False
MAPKAPK5,False
RP3-462E2.5,False
TMEM116,False
ERP29,False
NAA25,False
RP1-267L14.3,False
TRAFD1,False
HECTD4,False
RP3-521E19.2,False
RPL6,False
PTPN11,False
RPH3A,False
OAS1,False
RP1-71H24.1,False
OAS3,False
OAS2,False
DTX1,False
RASAL1,False
CCDC42B,False
DDX54,False
RITA1,False
IQCD,False
TPCN1,False
SLC8B1,False
PLBD2,False
SDS,False
SDSL,False
LHX5,False
RP11-438N16.1,False
RBM19,False
RP11-780K2.1,False
TBX3,False
RP4-601P9.2,False
RP11-116D17.2,False
RP11-116D17.3,False
MED13L,False
RP11-493P1.2,False
RP11-809C9.2,False
MAP1LC3B2,False
RP11-497G19.1,False
RP11-497G19.2,False
C12orf49,False
RNFT2,False
HRK,True
FBXW8,False
RP11-231I16.1,False
TESC,True
RP11-103B5.2,False
FBXO21,False
NOS1,False
KSR2,False
RFC5,False
WSB2,False
VSIG10,False
PEBP1,False
TAOK3,False
RP11-131L12.2,False
SUDS3,False
SRRM4,False
HSPB8,False
RP11-768F21.1,False
TMEM233,False
PRKAB1,False
CIT,False
RP1-127H14.3,False
CCDC64,False
RAB35,False
GCN1L1,False
RPLP0,False
PXN-AS1,False
PXN,False
SIRT4,False
PLA2G1B,False
MSI1,False
COX6A1,False
AL021546.6,False
TRIAP1,False
GATC,False
SRSF9,False
DYNLL1,False
DYNLL1-AS1,False
COQ5,False
RNF10,False
POP5,False
CABP1,False
MLEC,False
RP11-173P15.3,False
UNC119B,False
RP11-173P15.5,False
ACADS,False
RP11-173P15.7,False
SPPL3,False
HNF1A-AS1,False
AC079602.1,False
HNF1A,False
RP11-216P16.2,False
C12orf43,False
OASL,False
P2RX7,False
P2RX4,False
CAMKK2,False
ANAPC5,False
RP11-711D18.2,False
RNF34,False
KDM2B,False
RP13-941N14.1,False
ORAI1,False
MORN3,False
TMEM120B,True
RHOF,False
AC084018.1,False
RP11-347I19.8,False
SETD1B,False
HPD,False
RP11-7M8.2,False
PSMD9,False
RP11-87C12.2,False
WDR66,False
RP11-87C12.5,False
BCL7A,True
MLXIP,False
LRRC43,False
IL31,False
B3GNT4,False
DIABLO,False
VPS33A,False
CLIP1,False
RP11-450K4.1,False
ZCCHC8,False
RSRC2,False
KNTC1,False
HCAR1,False
RP11-324E6.6,False
HCAR2,False
HCAR3,False
RP11-324E6.9,False
DENR,False
CCDC62,False
HIP1R,False
RP11-463O12.3,False
VPS37B,False
ABCB9,False
OGFOD2,False
ARL6IP4,False
PITPNM2,False
RP11-197N18.7,False
MPHOSPH9,False
C12orf65,False
RP11-282O18.3,False
CDK2AP1,False
RP11-282O18.7,False
SBNO1,False
hsa-mir-8072,False
SETD8,True
RILPL2,False
SNRNP35,False
RILPL1,False
RP11-486O12.2,False
TMED2,False
DDX55,False
EIF2B1,False
GTF2H3,False
TCTN2,True
RP11-338K17.8,False
ATP6V0A2,False
DNAH10,False
CCDC92,False
RP11-380L11.4,False
DNAH10OS,False
RP11-380L11.3,False
ZNF664,False
FAM101A,False
RP11-214K3.24,False
NCOR2,False
RP11-83B20.1,False
SCARB1,False
UBC,False
DHX37,False
BRI3BP,False
AACS,False
TMEM132B,False
LINC00939,False
RP4-765H13.1,False
RP4-809F18.2,False
RP4-809F18.1,False
RP5-944M2.2,False
RP5-944M2.3,False
RP11-407A16.3,False
RP11-407A16.7,False
LINC00943,False
LINC00944,True
RP11-575F12.1,False
RP11-575F12.2,False
RP11-955H22.1,False
LINC00507,False
TMEM132C,False
SLC15A4,True
GLT1D1,False
TMEM132D,False
RP11-572C21.1,False
RP11-474D1.3,False
RP11-474D1.2,False
FZD10,False
PIWIL1,False
RIMBP2,False
RP11-117L5.4,False
STX2,False
RP11-989F5.1,False
RP11-989F5.3,False
RAN,False
GPR133,False
RP11-243M5.1,False
RP11-76C10.5,False
RP11-76C10.2,False
RP11-638F5.1,False
AC092850.1,False
RP11-495K9.3,False
RP11-897M7.1,False
RP11-495K9.7,False
RP11-495K9.6,False
SFSWAP,False
RP11-495K9.5,False
MMP17,False
RP11-417L19.2,False
ULK1,False
RP11-417L19.4,False
PUS1,False
EP400,False
RP13-820C6.2,False
EP400NL,False
DDX51,False
NOC4L,False
RP13-977J11.2,False
RP13-977J11.8,False
GALNT9,False
RP11-503G7.1,False
RP11-503G7.2,False
MUC8,False
FBRSL1,False
LRCOL1,False
P2RX2,False
POLE,False
PXMP2,False
PGAM5,False
ANKLE2,False
GOLGA3,False
CHFR,False
RP11-46H11.12,False
RP11-46H11.3,False
ZNF605,False
ZNF26,False
RP11-386I8.6,False
ZNF84,False
ZNF140,False
CTD-2140B24.6,False
ZNF891,False
ZNF10,False
ZNF268,False
AC226150.4,False
TUBA3C,False
RP11-408E5.4,False
LINC00421,False
RP11-385E5.5,False
TPTE2,False
MPHOSPH8,False
RP11-523H24.3,False
PSPC1,False
AL354808.2,False
ZMYM5,False
RP11-61K9.2,False
ZMYM2,False
LINC01072,False
GJA3,False
GJB2,False
GJB6,False
CRYL1,False
IFT88,False
IL17D,False
N6AMT2,False
XPO4,False
LATS2,True
LATS2-AS1,False
SAP18,False
SKA3,False
MRP63,False
RP11-101P17.11,False
LINC00422,False
ZDHHC20,False
MICU2,False
FGF9,False
RP11-363G2.4,False
LINC00621,False
RP11-124N19.3,False
SACS,False
SACS-AS1,False
LINC00327,False
LINC00352,False
TNFRSF19,False
MIPEP,False
C1QTNF9B-AS1,False
C1QTNF9B,False
RP11-307N16.6,False
SPATA13,False
RP11-309I15.1,False
SPATA13-AS1,False
C1QTNF9,False
LINC00566,False
PARP4,False
ATP12A,False
RNF17,False
CENPJ,False
PABPC3,False
AMER2,False
AMER2-AS1,False
LINC01076,False
MTMR6,False
RP11-271M24.2,False
NUPL1,False
ATP8A2,False
SHISA2,False
RNF6,False
CDK8,False
WASF3,False
WASF3-AS1,False
GPR12,False
USP12,False
USP12-AS1,False
USP12-AS2,False
LINC00412,False
RPL21,False
RASL11A,False
GTF3A,False
MTIF3,False
LNX2,False
POLR1D,False
GSX1,False
ATP5EP2,False
LINC00543,False
CDX2,False
URAD,False
FLT3,False
PAN3-AS1,False
PAN3,True
FLT1,False
POMP,False
SLC46A3,False
MTUS2,False
MTUS2-AS1,False
SLC7A1,False
UBL3,False
LINC00544,False
LINC00365,False
LINC00384,False
LINC00385,False
KATNAL1,False
LINC00427,False
LINC00426,False
HMGB1,False
USPL1,False
ALOX5AP,True
LINC00398,False
TEX26-AS1,False
LINC00545,False
MEDAG,False
HSPH1,False
B3GALTL,False
FRY-AS1,False
FRY,False
RP11-37E23.5,False
ZAR1L,False
BRCA2,False
N4BP2L1,False
N4BP2L2,False
PDS5B,False
LINC00423,False
KL,False
STARD13,False
RP11-141M1.1,False
RP11-141M1.3,False
RP11-37L2.1,False
RFC3,False
NBEA,False
MAB21L1,False
DCLK1,False
SOHLH2,False
CCDC169,False
SPG20,False
SPG20OS,False
CCNA1,False
RFXAP,False
SMAD9,False
ALG5,False
EXOSC8,False
SUPT20H,False
CSNK1A1L,False
LINC00571,False
UFM1,False
FREM2,False
PROSER1,False
NHLRC3,False
LHFP,False
COG6,False
LINC00332,False
RP11-172E9.2,False
LINC00598,False
FOXO1,False
MRPS31,False
SLC25A15,False
ELF1,False
WBP4,False
KBTBD6,False
KBTBD7,False
MTRF1,False
NAA16,False
RGCC,True
VWA8,False
DGKH,False
RP11-187A9.3,False
AKAP11,False
TNFSF11,False
LINC01050,False
EPSTI1,False
DNAJC15,False
ENOX1,False
ENOX1-AS1,False
RP11-168P13.1,False
CCDC122,False
LACC1,False
LINC00284,False
SMIM2-AS1,False
SMIM2,False
RP11-478K15.6,False
SERP2,False
LINC01071,False
TSC22D1,True
LINC00407,False
LINC00330,False
NUFIP1,False
GPALPP1,False
GTF2F2,False
KCTD4,False
TPT1,False
RP11-290D2.6,False
TPT1-AS1,False
RP11-290D2.3,False
SLC25A30,False
SLC25A30-AS1,False
COG3,False
FAM194B,False
SPERT,False
SIAH3,False
ZC3H13,False
CPB2-AS1,False
CPB2,False
LCP1,False
LRRC63,False
LINC00563,False
KIAA0226L,True
LRCH1,False
ESD,False
HTR2A,False
RP11-279N8.1,False
LINC00444,False
LINC00562,False
SUCLA2,False
SUCLA2-AS1,False
NUDT15,False
MED4,False
MED4-AS1,False
ITM2B,False
LINC00441,False
RB1,False
LPAR6,True
RCBTB2,False
LINC00462,False
CYSLTR2,False
FNDC3A,False
CDADC1,False
CAB39L,False
SETDB2,False
PHF11,False
RCBTB1,False
ARL11,False
EBPL,False
KPNA3,False
SPRYD7,False
TRIM13,False
KCNRG,False
DLEU1,False
RP11-175B12.2,False
DLEU7,False
DLEU7-AS1,False
