dataset,mode,s,enh_bbaux_mean,enh_bbaux_std,enh_bbnoaux_mean,enh_bbnoaux_std,std_bbaux_mean,std_bbaux_std,std_bbnoaux_mean,std_bbnoaux_std,mmd_mean,mmd_std,lisi_mean,lisi_std,ari_mean,ari_std,n_trials
ok,both,0.3,0.7367199999999999,0.05873732714381887,0.5489599999999999,0.02335479394043116,0.56896,0.047730309028959764,0.57168,0.0399915191009294,0.002320285728495,0.0005085049879463757,0.6691501005636398,0.007287473026729259,0.4915489418820508,0.023369590577869314,5
ok,both,0.4,0.68408,0.05474502351812447,0.54776,0.0242105431578889,0.5520799999999999,0.03412016412621723,0.55816,0.025493026497456116,0.004822741439875241,0.0006616385700868861,0.4754541069201711,0.031717252074993756,0.5101644467598015,0.027688721879416782,5
ok,both,0.5,0.64808,0.025546694502420458,0.54784,0.022220135013091162,0.53616,0.012348538375046667,0.5353600000000001,0.02421450804786254,0.0069994683691548985,0.001033337178418118,0.27898866454814664,0.023645098222245763,0.5340645598842041,0.015231888243805135,5
ok,both,0.6,0.61696,0.01977732034427316,0.5484000000000001,0.022189006286898013,0.53584,0.03384728054068746,0.55384,0.022072752433713354,0.01143956861795618,0.0009719056667738847,0.12353291593585716,0.011162104475674383,0.49102423019128044,0.03048875044056499,5
ok,both,0.7,0.61192,0.03473087387325577,0.54568,0.021057483230433806,0.53872,0.018709398707601466,0.5513600000000001,0.023716458420261672,0.015111666126531961,0.0019633542726213687,0.043786470001970765,0.010893693396836155,0.4850959391530322,0.015464107083863398,5
ok,both,0.8,0.6052000000000001,0.015077400306418857,0.54584,0.021200150942858854,0.52816,0.019948092640651133,0.54936,0.024794321930635653,0.017975135671015198,0.0014803121682427185,0.02383473679835668,0.006838424793133062,0.47681210902356097,0.007672187006542979,5
ok,both,0.9,0.5864,0.014060440960368183,0.5447200000000001,0.021764411317561523,0.53112,0.032688003915809845,0.54112,0.02130825192267068,0.0262982946706826,0.002666707282873201,0.004218312838597555,0.005428239067880669,0.48561571493296884,0.013823423257759045,5
ok,both,1.0,0.5783200000000001,0.012303885565137545,0.54376,0.020783993841415584,0.52896,0.01315166909559393,0.552,0.02343057831125811,0.031658046744863,0.002401146749103978,1.021405182655144e-15,3.011959563148489e-16,0.47405732796741135,0.006525040172745783,5
ok,both,1.5,0.55152,0.02301359598150622,0.54096,0.022056799405172106,0.52048,0.04648502554586803,0.5628000000000001,0.05088842697509917,0.06896806714249051,0.004964090040569189,2.220446049250313e-16,1.9860273225978183e-16,0.4855090576788288,0.014860034791526408,5
ok,both,2.0,0.5463199999999999,0.027445247311693184,0.53928,0.022133269076212,0.49607999999999997,0.01799270963473817,0.54168,0.02071891889071433,0.09876754054954491,0.005878704393994788,0.0,0.0,0.4573070910960942,0.026741188167781805,5
aida,none,0.0,0.8980799999999999,0.049853802262214704,0.52688,0.03600835458612345,0.9601599999999999,0.021464165485757865,0.6839999999999999,0.024405900925800767,0.0034698398639953602,0.00015950586645616097,0.7556213364573832,0.004378916685411343,0.737886662803205,0.054035270844499994,5
aida,cov,0.1,0.8618399999999999,0.04678775908290543,0.52328,0.037660716934227366,0.8976799999999999,0.04846864553502608,0.60944,0.029322591972743513,0.0034920859638036803,0.000184391746450755,0.7299093014321614,0.007255788281239416,0.7626372359253563,0.0459569716771738,5
aida,cov,0.5,0.77912,0.04375744051015779,0.51832,0.03747075659764559,0.6167199999999999,0.03130996007662738,0.5264,0.032992605232081945,0.0037105817646175,0.0002658975979863747,0.5532299771439954,0.027391102963072747,0.753887243535326,0.017093110243724226,5
aida,cov,1.0,0.7576,0.018741184594363306,0.5172800000000001,0.038225771411444405,0.56672,0.03763776826540067,0.5090399999999999,0.040176092393362554,0.0037095221888251402,0.0002385658353912354,0.49085629219523896,0.03102140879525194,0.7610642378634067,0.015149015235008797,5
aida,cov,2.0,0.72728,0.012402322363170537,0.51544,0.03835547418557096,0.5532,0.04133840829059581,0.5092000000000001,0.04152377632152451,0.0037446419075057,0.00028318612842171965,0.4445090367039983,0.03806302365356713,0.7474523765403507,0.01585290924477219,5
aida,marg,0.1,0.89352,0.059917489934075155,0.52776,0.03839383283810041,0.9548,0.024965896739352275,0.69008,0.020316535137665553,0.0036570191336435798,0.00012947492540530265,0.7207709850785404,0.00664161337421249,0.7659536596208713,0.0594668228175458,5
aida,marg,0.2,0.8620000000000001,0.05212661508289214,0.52584,0.03790565129370552,0.8873599999999999,0.029360762932866737,0.69016,0.017416497925817342,0.0049951001315446,0.0002563504274120065,0.46293765748741195,0.008816008224512319,0.7661488179445936,0.07156435422646479,5
aida,marg,0.3,0.81992,0.0481852425541265,0.522,0.039234270733632885,0.8168799999999999,0.04246063588784324,0.69072,0.029134062538547507,0.00714748975177854,0.0003414409039922313,0.0932805062369398,0.007448049644827401,0.6322217443951784,0.05608417449759653,5
aida,marg,0.4,0.78256,0.03274883814732975,0.51976,0.04057396209393405,0.71448,0.061458226463183926,0.68488,0.03374198571512946,0.010573597669131898,0.0004974137466190774,0.00369587410356126,0.0004967857365376704,0.5481290643811054,0.018992162531861694,5
aida,marg,0.5,0.75328,0.03647456099804354,0.5176000000000001,0.04059793098176307,0.6836,0.05016006379581271,0.6795199999999999,0.022774582323283117,0.01432721020069452,0.0007777170311216458,2.6645352591003756e-16,8.881784197001253e-17,0.5451191970770843,0.013329362252565938,5
aida,marg,0.6,0.6846400000000001,0.0720664582173982,0.51216,0.041279224798922744,0.6382399999999999,0.04390287462114525,0.6581600000000001,0.031187279458138057,0.01971420030570928,0.0011314473349679141,0.0,0.0,0.5259966200765958,0.008572132284599018,5
aida,marg,0.7,0.65152,0.06801947956284292,0.5132800000000001,0.0407194498980524,0.61488,0.036919284933487034,0.64928,0.029755698613879004,0.024462916743613273,0.0013967149843704943,0.0,0.0,0.5507304340034702,0.011190180677601374,5
aida,marg,0.8,0.62056,0.07105044968189857,0.51176,0.041714918194813704,0.5932,0.03994155730564346,0.62592,0.026789132124800157,0.03278900675508202,0.002495901894899559,0.0,0.0,0.5464763997253284,0.017563552725703434,5
aida,marg,0.9,0.58696,0.06797345364184461,0.5084,0.045180526778690826,0.59376,0.039485166835154684,0.62792,0.02915163117220028,0.03749981055511066,0.0015779094751240297,0.0,0.0,0.5369251909842384,0.01580347662529628,5
aida,marg,1.0,0.5757599999999999,0.07020773746532502,0.5045599999999999,0.04202977991852922,0.57752,0.0410575401114095,0.60144,0.03158794706846266,0.04396900905033428,0.0020400151256012946,0.0,0.0,0.5373076860959125,0.013878107117832933,5
aida,marg,1.5,0.52088,0.06690143197271639,0.49368,0.050508708160078686,0.55064,0.03845795626395139,0.55328,0.033627036741288995,0.07825515236423775,0.0025842590194156538,0.0,0.0,0.5456824432259408,0.0182892384257692,5
aida,marg,2.0,0.52248,0.056948201025142135,0.4976799999999999,0.043217329857361604,0.5439999999999999,0.038115613598629125,0.5296,0.05363103579085528,0.11596088336685387,0.004058602420160205,0.0,0.0,0.5456983390774947,0.022682455123523213,5
aida,both,0.1,0.86168,0.050068369256447726,0.5230400000000001,0.03818573555661854,0.8932800000000001,0.03665222503477789,0.61696,0.02721246773080311,0.00367283378349718,0.00019907843224885297,0.6915801413904791,0.008555582529059259,0.7563567937282545,0.06909968890306918,5
aida,both,0.2,0.8012,0.04169757786730543,0.5176000000000001,0.036019550247053354,0.7247199999999999,0.035239432458539964,0.5630400000000001,0.02570553247843737,0.00504206734504486,0.00019364589756376335,0.34566459910377134,0.012413868942444827,0.750046768763138,0.04310294811386476,5
aida,both,0.3,0.76288,0.04479099909580046,0.5151199999999999,0.03905557066539933,0.6368,0.03936211376438008,0.54048,0.03413797885054122,0.00738136393846744,0.0002885834459333915,0.043141351567591316,0.006651801331773101,0.6824710592817379,0.035772810766643216,5
aida,both,0.4,0.72256,0.05227594475473398,0.5144,0.03977697826632892,0.58472,0.027259229629613548,0.52352,0.010855855562782705,0.01074930172476748,0.00024930872787476264,9.769962616701378e-16,1.7763568394002503e-16,0.536398879721627,0.009458784151277341,5
aida,both,0.5,0.6763999999999999,0.05363759875311347,0.516,0.041651506575392946,0.5697599999999999,0.05500929376023651,0.5196,0.041054110634624684,0.014871939215848859,0.00039718533361355197,2.220446049250313e-16,0.0,0.54322844634091,0.013509707520374465,5
aida,both,0.6,0.65328,0.05655122987168357,0.5134399999999999,0.03935040533463411,0.55576,0.01985644479759657,0.52112,0.02699973333201647,0.01983108251746082,0.0010603254422981456,0.0,0.0,0.5472099684460332,0.006480838313446442,5
aida,both,0.7,0.63968,0.06824773695881788,0.51,0.04174359831159741,0.55664,0.020800923056441524,0.5068,0.05218980743401916,0.02593917754618092,0.0013824927906749354,0.0,0.0,0.5463313589231651,0.014371753336609365,5
aida,both,0.8,0.6023200000000001,0.06767233999205287,0.5084799999999999,0.04341678937922516,0.5498399999999999,0.029953136730566276,0.52424,0.009852025172521628,0.03186017717807744,0.001260669734252942,0.0,0.0,0.544559792476694,0.006748465941687577,5
aida,both,0.9,0.5860799999999999,0.074913240485244,0.5070399999999999,0.047580567461937645,0.53864,0.02500380771002689,0.5088799999999999,0.03656743906811088,0.0376512814464269,0.0013561819576226532,0.0,0.0,0.5476023870592576,0.00968101798279715,5
aida,both,1.0,0.56592,0.07803031205884033,0.5052,0.0468693503261993,0.5398400000000001,0.022043738339945863,0.51456,0.047415508011619985,0.04338188576188918,0.0015373776551146647,0.0,0.0,0.5400571544239979,0.023537479598644648,5
aida,both,1.5,0.5368,0.06608261496036608,0.50304,0.05227349615244807,0.53928,0.016368555220299674,0.52392,0.03189924137028971,0.07735959799264192,0.0021996869898960954,0.0,0.0,0.5306893326689393,0.021360893162540587,5
aida,both,2.0,0.5101600000000001,0.05612591558273239,0.48968,0.04846732507576625,0.5381600000000001,0.028823990008324692,0.52552,0.0355234232584643,0.11629081297900093,0.004845891533986685,0.0,0.0,0.5506378585322157,0.014713759897476981,5
